Date,Open,High,Low,Close,Adj Close,Volume,Return
2010-01-04,109.81999969482422,110.13999938964844,109.30999755859375,109.80000305175781,109.80000305175781,16224100,
2010-01-05,109.87999725341797,110.38999938964844,109.26000213623047,109.69999694824219,109.69999694824219,14213100,-0.0009108023746454696
2010-01-06,110.70999908447266,111.7699966430664,110.41000366210938,111.51000213623047,111.51000213623047,24981900,0.01649959196299955
2010-01-07,111.06999969482422,111.29000091552734,110.62000274658203,110.81999969482422,110.81999969482422,13609800,-0.006187807624317698
2010-01-08,111.5199966430664,111.58000183105469,110.26000213623047,111.37000274658203,111.37000274658203,15894600,0.0049630306196752905
2010-01-11,113.33999633789062,113.58999633789062,112.5199966430664,112.8499984741211,112.8499984741211,17253000,0.01328899785435711
2010-01-12,112.37999725341797,113.05000305175781,110.13999938964844,110.48999786376953,110.48999786376953,29182600,-0.020912721685971136
2010-01-13,110.91999816894531,111.56999969482422,109.56999969482422,111.54000091552734,111.54000091552734,20014000,0.00950315025847348
2010-01-14,111.51000213623047,112.37000274658203,110.79000091552734,112.02999877929688,112.02999877929688,18305300,0.004393023666376061
2010-01-15,111.3499984741211,112.01000213623047,110.37999725341797,110.86000061035156,110.86000061035156,18002700,-0.01044361493969348
2010-01-19,110.94999694824219,111.75,110.83000183105469,111.5199966430664,111.5199966430664,10468200,0.005953418988644765
2010-01-20,109.97000122070312,110.05000305175781,108.45999908447266,108.94000244140625,108.94000244140625,17535000,-0.02313481240425197
2010-01-21,108.4800033569336,108.77999877929688,106.61000061035156,107.37000274658203,107.37000274658203,25748400,-0.01441159959280014
2010-01-22,106.93000030517578,107.68000030517578,106.01000213623047,107.16999816894531,107.16999816894531,24210100,-0.001862760291706178
2010-01-25,107.44000244140625,107.72000122070312,107.06999969482422,107.4800033569336,107.4800033569336,13200500,0.002892648999579084
2010-01-26,106.87000274658203,107.98999786376953,106.75,107.55999755859375,107.55999755859375,12297100,0.0007442705541653716
2010-01-27,107.52999877929688,108.80000305175781,106.16000366210938,106.52999877929688,106.52999877929688,19005100,-0.009576039444736728
2010-01-28,107.18000030517578,107.2300033569336,105.18000030517578,106.4800033569336,106.4800033569336,16793900,-0.0004693083914030227
2010-01-29,105.87999725341797,106.30000305175781,105.2699966430664,105.95999908447266,105.95999908447266,20278800,-0.004883586176437471
2010-02-01,106.63999938964844,108.4800033569336,106.37000274658203,108.3499984741211,108.3499984741211,14901900,0.02255567582388429
2010-02-02,109.16000366210938,109.5999984741211,108.61000061035156,109.12999725341797,109.12999725341797,14292200,0.007198881313165595
2010-02-03,109.0999984741211,109.54000091552734,108.43000030517578,108.69999694824219,108.69999694824219,13393200,-0.003940257637661704
2010-02-04,106.79000091552734,106.80000305175781,103.75,104.37000274658203,104.37000274658203,39991900,-0.03983435439949368
2010-02-05,103.76000213623047,104.68000030517578,102.27999877929688,104.68000030517578,104.68000030517578,32656700,0.002970178695371306
2010-02-08,104.41000366210938,105.13999938964844,104.0,104.04000091552734,104.04000091552734,17176600,-0.006113864996012963
2010-02-09,105.18000030517578,106.1500015258789,104.87000274658203,105.41000366210938,105.41000366210938,25959200,0.01316803858637372
2010-02-10,105.12999725341797,105.5,104.11000061035156,105.12000274658203,105.12000274658203,16215200,-0.002751170718643947
2010-02-11,105.58000183105469,107.55999755859375,105.2699966430664,107.12999725341797,107.12999725341797,19350100,0.019120951810489784
2010-02-12,106.08000183105469,107.0999984741211,105.56999969482422,107.04000091552734,107.04000091552734,14464200,-0.0008400666498453724
2010-02-16,109.44999694824219,109.87000274658203,109.0999984741211,109.62000274658203,109.62000274658203,20895700,0.02410315591356116
2010-02-17,109.66000366210938,110.01000213623047,108.87000274658203,109.25,109.25,19593400,-0.0033753214496573536
2010-02-18,109.61000061035156,110.11000061035156,109.19000244140625,109.9800033569336,109.9800033569336,19177400,0.006681952923877299
2010-02-19,109.31999969482422,110.38999938964844,108.80999755859375,109.47000122070312,109.47000122070312,21928700,-0.004637226047132237
2010-02-22,109.86000061035156,109.97000122070312,108.66000366210938,109.06999969482422,109.06999969482422,10742800,-0.0036539830220012615
2010-02-23,108.83999633789062,108.91000366210938,107.6500015258789,107.88999938964844,107.88999938964844,13629600,-0.010818743086801086
2010-02-24,107.33000183105469,108.16000366210938,107.0999984741211,107.36000061035156,107.36000061035156,17207400,-0.004912399502225995
2010-02-25,106.69999694824219,108.69999694824219,106.5999984741211,108.30999755859375,108.30999755859375,23400400,0.008848704758209536
2010-02-26,108.88999938964844,109.5999984741211,108.41000366210938,109.43000030517578,109.43000030517578,13033900,0.010340714355349556
2010-03-01,109.4800033569336,109.9000015258789,108.97000122070312,109.43000030517578,109.43000030517578,12830900,0.0
2010-03-02,109.86000061035156,111.44999694824219,109.86000061035156,111.0199966430664,111.0199966430664,20102200,0.01452980291927708
2010-03-03,111.45999908447266,112.18000030517578,111.18000030517578,111.62999725341797,111.62999725341797,16222100,0.005494511158316229
2010-03-04,111.25,111.37000274658203,110.22000122070312,110.83000183105469,110.83000183105469,12944800,-0.007166491463286184
2010-03-05,111.12999725341797,111.75,110.80000305175781,110.80999755859375,110.80999755859375,11091400,-0.0001804951017815304
2010-03-08,111.22000122070312,111.30000305175781,109.5199966430664,109.87999725341797,109.87999725341797,12753800,-0.008392747276111279
2010-03-09,109.16000366210938,110.16000366210938,109.04000091552734,109.72000122070312,109.72000122070312,12650800,-0.0014560978951050352
2010-03-10,109.94000244140625,110.5,108.0199966430664,108.47000122070312,108.47000122070312,21982100,-0.011392635673468599
2010-03-11,108.27999877929688,108.6500015258789,107.86000061035156,108.5999984741211,108.5999984741211,9513300,0.0011984627266063974
2010-03-12,108.55999755859375,108.7699966430664,107.44999694824219,107.94999694824219,107.94999694824219,11849000,-0.0059852811695370045
2010-03-15,108.16000366210938,108.55999755859375,107.81999969482422,108.36000061035156,108.36000061035156,7698600,0.003798088686431056
2010-03-16,110.0199966430664,110.56999969482422,109.69999694824219,110.4000015258789,110.4000015258789,17749300,0.01882614344810607
2010-03-17,110.18000030517578,110.45999908447266,109.55000305175781,109.58999633789062,109.58999633789062,13784300,-0.0073370034129791595
2010-03-18,110.0999984741211,110.61000061035156,109.5,110.33999633789062,110.33999633789062,13848400,0.006843690346403308
2010-03-19,108.27999877929688,110.29000091552734,107.8499984741211,108.27999877929688,108.27999877929688,24329100,-0.018669545286964517
2010-03-22,107.30999755859375,108.0,106.94999694824219,107.75,107.75,11579400,-0.004894706180937014
2010-03-23,107.5,108.5,107.33999633789062,108.31999969482422,108.31999969482422,11274400,0.005290020369598247
2010-03-24,106.94000244140625,107.06999969482422,106.23999786376953,106.30000305175781,106.30000305175781,14236700,-0.018648418101527398
2010-03-25,107.0,107.25,106.4800033569336,106.77999877929688,106.77999877929688,16866700,0.004515481785126063
2010-03-26,107.16000366210938,108.69999694824219,106.81999969482422,108.58999633789062,108.58999633789062,17433600,0.016950717168810137
2010-03-29,108.87000274658203,109.16999816894531,108.4000015258789,108.75,108.75,11527000,0.0014734659499526792
2010-03-30,108.56999969482422,108.66000366210938,107.87000274658203,107.97000122070312,107.97000122070312,9817700,-0.007172402568247138
2010-03-31,109.44000244140625,109.5,108.8499984741211,108.94999694824219,108.94999694824219,14006800,0.009076555677125953
2010-04-01,109.97000122070312,110.47000122070312,109.91999816894531,110.26000213623047,110.26000213623047,11370500,0.012023912112733903
2010-04-05,110.55999755859375,110.9800033569336,110.2699966430664,110.88999938964844,110.88999938964844,8207900,0.0057137424379838375
2010-04-06,110.88999938964844,111.51000213623047,110.83000183105469,111.02999877929688,111.02999877929688,10322300,0.0012625069025071767
2010-04-07,111.8499984741211,112.93000030517578,111.7699966430664,112.48999786376953,112.48999786376953,19139500,0.013149591106227154
2010-04-08,112.47000122070312,112.9800033569336,112.12999725341797,112.6500015258789,112.6500015258789,12445400,0.0014223812352023302
2010-04-09,113.08999633789062,114.06999969482422,112.73999786376953,113.63999938964844,113.63999938964844,16427800,0.008788263207809122
2010-04-12,113.63999938964844,114.12999725341797,112.9800033569336,113.01000213623047,113.01000213623047,11118900,-0.0055437984583037725
2010-04-13,113.12000274658203,113.16000366210938,112.05999755859375,112.69000244140625,112.69000244140625,11261100,-0.002831605068359111
2010-04-14,113.2300033569336,113.66000366210938,112.77999877929688,113.02999877929688,113.02999877929688,10572100,0.0030170940680156466
2010-04-15,112.9000015258789,113.70999908447266,112.8499984741211,113.6500015258789,113.6500015258789,10952100,0.005485293756329668
2010-04-16,112.5,113.06999969482422,110.54000091552734,111.23999786376953,111.23999786376953,24572600,-0.021205487283346813
2010-04-19,110.87999725341797,111.36000061035156,110.66999816894531,111.1500015258789,111.1500015258789,7993700,-0.0008090285834133626
2010-04-20,111.7300033569336,112.20999908447266,111.33000183105469,111.45999908447266,111.45999908447266,7019800,0.002789001838399141
2010-04-21,111.81999969482422,112.63999938964844,111.4800033569336,112.30999755859375,112.30999755859375,6842900,0.00762604056256011
2010-04-22,111.79000091552734,112.01000213623047,110.76000213623047,111.83999633789062,111.83999633789062,9598900,-0.004184856476894816
2010-04-23,111.26000213623047,113.30000305175781,111.08999633789062,113.19000244140625,113.19000244140625,12505800,0.012070870419532032
2010-04-26,112.87999725341797,113.19999694824219,112.62999725341797,112.75,112.75,8335400,-0.0038872906786446837
2010-04-27,112.43000030517578,114.81999969482422,112.33999633789062,114.62999725341797,114.62999725341797,25057100,0.016674033289738155
2010-04-28,114.02999877929688,114.98999786376953,113.62999725341797,114.30999755859375,114.30999755859375,26891900,-0.0027915877387381105
2010-04-29,113.8499984741211,114.5199966430664,113.83999633789062,114.27999877929688,114.27999877929688,10374300,-0.0002624335573229164
2010-04-30,115.26000213623047,115.69999694824219,115.20999908447266,115.36000061035156,115.36000061035156,13403100,0.009450488647102961
2010-05-03,115.91000366210938,116.27999877929688,115.52999877929688,115.7300033569336,115.7300033569336,13570800,0.003207374693346088
2010-05-04,116.38999938964844,116.43000030517578,114.16999816894531,114.87000274658203,114.87000274658203,21512100,-0.007431094663491455
2010-05-05,113.58000183105469,115.23999786376953,113.30999755859375,115.08999633789062,115.08999633789062,21616700,0.0019151526599501256
2010-05-06,115.62000274658203,118.62000274658203,115.56999969482422,118.48999786376953,118.48999786376953,50546300,0.02954211168707399
2010-05-07,117.63999938964844,118.87999725341797,116.73999786376953,118.2699966430664,118.2699966430664,34272700,-0.0018567071032954408
2010-05-10,117.5,117.9000015258789,116.80999755859375,117.56999969482422,117.56999969482422,28433800,-0.00591863505631729
2010-05-11,119.45999908447266,120.87000274658203,118.97000122070312,120.66000366210938,120.66000366210938,36731800,0.026282248662974128
2010-05-12,121.27999877929688,122.23999786376953,120.7699966430664,121.4000015258789,121.4000015258789,32703600,0.006132917630615964
2010-05-13,121.29000091552734,121.70999908447266,120.0999984741211,120.55999755859375,120.55999755859375,22340400,-0.0069193077160389915
2010-05-14,121.87999725341797,122.0199966430664,119.12000274658203,120.37000274658203,120.37000274658203,34643200,-0.0015759357652556094
2010-05-17,120.55000305175781,121.12000274658203,119.29000091552734,119.36000061035156,119.36000061035156,27898000,-0.008390812604340048
2010-05-18,118.86000061035156,120.31999969482422,118.5,119.48999786376953,119.48999786376953,26595300,0.0010891190746751267
2010-05-19,118.19000244140625,118.43000030517578,116.08000183105469,116.62999725341797,116.62999725341797,34412400,-0.023935062862853518
2010-05-20,116.13999938964844,116.94999694824219,115.18000030517578,115.83999633789062,115.83999633789062,28908200,-0.006773565413114135
2010-05-21,115.05000305175781,116.23999786376953,114.51000213623047,115.22000122070312,115.22000122070312,20098300,-0.005352167962601184
2010-05-24,116.33999633789062,117.16999816894531,116.04000091552734,116.83999633789062,116.83999633789062,14300500,0.014060016490404337
2010-05-25,117.16000366210938,117.5199966430664,116.81999969482422,117.36000061035156,117.36000061035156,21232700,0.0044505673464516615
2010-05-26,118.58000183105469,119.08000183105469,118.31999969482422,118.47000122070312,118.47000122070312,13153500,0.009458082861100836
2010-05-27,118.16000366210938,119.04000091552734,118.13999938964844,118.69000244140625,118.69000244140625,10418500,0.0018570204983223704
2010-05-28,118.4800033569336,118.9000015258789,117.62999725341797,118.87999725341797,118.87999725341797,11579400,0.0016007650863898437
2010-06-01,119.87999725341797,120.25,119.62999725341797,119.91000366210938,119.91000366210938,12207800,0.00866425330155196
2010-06-02,119.3499984741211,119.87999725341797,118.72000122070312,119.77999877929688,119.77999877929688,10339300,-0.0010841871306987994
2010-06-03,119.16000366210938,119.38999938964844,117.4800033569336,117.95999908447266,117.95999908447266,13855200,-0.015194520899751374
2010-06-04,117.95999908447266,119.38999938964844,117.05000305175781,119.19000244140625,119.19000244140625,16532500,0.01042729201831194
2010-06-07,118.7300033569336,121.80000305175781,118.62000274658203,121.48999786376953,121.48999786376953,20238600,0.01929688208114566
2010-06-08,121.61000061035156,122.44999694824219,120.66000366210938,121.0,121.0,23404800,-0.0040332362530698385
2010-06-09,120.4800033569336,120.98999786376953,119.51000213623047,120.55999755859375,120.55999755859375,12884600,-0.0036363838132748016
2010-06-10,119.36000061035156,120.04000091552734,118.83000183105469,118.97000122070312,118.97000122070312,13687900,-0.013188423773133118
2010-06-11,119.87999725341797,120.41000366210938,119.33000183105469,120.01000213623047,120.01000213623047,7829400,0.008741707193883563
2010-06-14,119.62999725341797,120.26000213623047,118.95999908447266,119.5999984741211,119.5999984741211,11002800,-0.00341641242239088
2010-06-15,119.70999908447266,121.02999877929688,119.4800033569336,120.98999786376953,120.98999786376953,15073000,0.011622068623597936
2010-06-16,120.68000030517578,120.88999938964844,120.04000091552734,120.33000183105469,120.33000183105469,10500500,-0.0054549635868080815
2010-06-17,121.63999938964844,122.41000366210938,121.48999786376953,121.9000015258789,121.9000015258789,19792200,0.013047450103329306
2010-06-18,123.04000091552734,123.5,122.80999755859375,122.83000183105469,122.83000183105469,19429900,0.007629206673786193
2010-06-21,123.08999633789062,123.11000061035156,120.36000061035156,120.38999938964844,120.38999938964844,20041700,-0.019864873443235176
2010-06-22,121.16000366210938,121.58999633789062,120.87000274658203,121.44999694824219,121.44999694824219,12940900,0.008804697765326885
2010-06-23,120.88999938964844,121.0199966430664,119.7699966430664,120.94999694824219,120.94999694824219,14120400,-0.004116920646882183
2010-06-24,120.76000213623047,122.16000366210938,120.66999816894531,121.30000305175781,121.30000305175781,13137700,0.0028938082872824733
2010-06-25,122.75,123.12999725341797,122.48999786376953,122.76000213623047,122.76000213623047,9986700,0.012036265851120165
2010-06-28,122.79000091552734,123.55999755859375,120.80999755859375,121.08999633789062,121.08999633789062,19650700,-0.013603826729219115
2010-06-29,121.05000305175781,121.81999969482422,120.0199966430664,121.2699966430664,121.2699966430664,17334700,0.0014865002115740378
2010-06-30,121.06999969482422,122.08999633789062,120.87999725341797,121.68000030517578,121.68000030517578,12016300,0.0033809159186846127
2010-07-01,120.91000366210938,121.02999877929688,116.9800033569336,117.04000091552734,117.04000091552734,33248900,-0.0381328022519003
2010-07-02,118.20999908447266,118.5,117.41000366210938,118.48999786376953,118.48999786376953,14732800,0.01238890069121501
2010-07-06,117.66999816894531,117.72000122070312,116.30000305175781,116.51000213623047,116.51000213623047,16846900,-0.016710235152637143
2010-07-07,116.56999969482422,117.77999877929688,116.5,117.7300033569336,117.7300033569336,10930100,0.01047121447372934
2010-07-08,117.38999938964844,117.41000366210938,116.0999984741211,117.20999908447266,117.20999908447266,11315100,-0.004416922259692702
2010-07-09,118.13999938964844,118.7300033569336,118.0,118.36000061035156,118.36000061035156,9596800,0.009811462629993661
2010-07-12,117.83000183105469,118.19999694824219,116.97000122070312,117.33999633789062,117.33999633789062,7506700,-0.00861781232849812
2010-07-13,118.9800033569336,119.0999984741211,118.36000061035156,118.36000061035156,118.36000061035156,8423700,0.008692724597704427
2010-07-14,118.26000213623047,119.12999725341797,117.58999633789062,118.30000305175781,118.30000305175781,9574800,-0.000506907386653932
2010-07-15,118.58999633789062,118.69999694824219,117.7300033569336,118.2300033569336,118.2300033569336,8586900,-0.0005917133813900799
2010-07-16,116.69000244140625,116.79000091552734,115.94999694824219,116.66999816894531,116.66999816894531,17494400,-0.013194664160489422
2010-07-19,115.56999969482422,115.80000305175781,115.11000061035156,115.7300033569336,115.7300033569336,15723900,-0.008056868318884747
2010-07-20,115.75,116.73999786376953,115.4800033569336,116.6500015258789,116.6500015258789,9263100,0.00794952166473073
2010-07-21,116.80000305175781,117.0,115.70999908447266,115.8499984741211,115.8499984741211,9396200,-0.006858148660892516
2010-07-22,115.94999694824219,117.5,115.91000366210938,116.86000061035156,116.86000061035156,8161000,0.008718188601928079
2010-07-23,117.12000274658203,117.47000122070312,115.79000091552734,116.08999633789062,116.08999633789062,8337000,-0.006589117477659223
2010-07-26,116.37999725341797,116.47000122070312,115.30000305175781,115.5199966430664,115.5199966430664,11219000,-0.004909981159489263
2010-07-27,114.94999694824219,114.98999786376953,113.20999908447266,113.51000213623047,113.51000213623047,29524800,-0.01739953744152556
2010-07-28,113.4800033569336,113.93000030517578,113.08000183105469,113.77999877929688,113.77999877929688,16071500,0.0023786154346325805
2010-07-29,113.54000091552734,114.3499984741211,113.33999633789062,114.29000091552734,114.29000091552734,9476300,0.004482353152593488
2010-07-30,114.36000061035156,115.7300033569336,114.08000183105469,115.48999786376953,115.48999786376953,10093200,0.010499579478777887
2010-08-02,116.12000274658203,116.38999938964844,115.19999694824219,115.54000091552734,115.54000091552734,8473400,0.0004329643491447488
2010-08-03,115.87999725341797,116.44000244140625,115.80999755859375,115.98999786376953,115.98999786376953,5579400,0.00389472861932183
