Date,Open,High,Low,Close,Adj Close,Volume,Return
2010-08-04,117.41000366210938,117.6500015258789,116.6500015258789,116.72000122070312,116.72000122070312,10323200,0.006293675061456394
2010-08-05,117.01000213623047,117.0999984741211,116.3499984741211,116.9800033569336,116.9800033569336,7023000,0.0022275713974577727
2010-08-06,117.98999786376953,118.41999816894531,117.48999786376953,117.83999633789062,117.83999633789062,10001700,0.007351623835511356
2010-08-09,117.76000213623047,117.8499984741211,117.2300033569336,117.4000015258789,117.4000015258789,6751400,-0.0037338325329719924
2010-08-10,116.58999633789062,118.08999633789062,116.4000015258789,117.7300033569336,117.7300033569336,10444900,0.0028109184562654654
2010-08-11,117.73999786376953,118.13999938964844,116.58000183105469,117.33999633789062,117.33999633789062,12436900,-0.0033127240968519045
2010-08-12,118.55999755859375,118.86000061035156,118.45999908447266,118.7699966430664,118.7699966430664,12327000,0.012186810548876936
2010-08-13,118.81999969482422,118.88999938964844,118.36000061035156,118.73999786376953,118.73999786376953,10213200,-0.00025257876690043535
2010-08-16,119.69999694824219,119.81999969482422,119.45999908447266,119.7300033569336,119.7300033569336,8948300,0.008337590626369185
2010-08-17,119.75,119.97000122070312,119.5999984741211,119.75,119.75,9145400,0.00016701447010558645
2010-08-18,119.2300033569336,120.51000213623047,119.0,120.22000122070312,120.22000122070312,12102500,0.003924853617562674
2010-08-19,120.6500015258789,120.98999786376953,120.11000061035156,120.38999938964844,120.38999938964844,10014500,0.001414058952080799
2010-08-20,119.97000122070312,120.06999969482422,119.44999694824219,119.97000122070312,119.97000122070312,10682100,-0.00348864665731885
2010-08-23,119.91000366210938,120.06999969482422,119.41999816894531,119.77999877929688,119.77999877929688,4857800,-0.0015837495996745554
2010-08-24,118.7699966430664,120.80000305175781,118.70999908447266,120.36000061035156,120.36000061035156,14811400,0.004842226055815635
2010-08-25,121.12000274658203,121.37999725341797,120.66999816894531,121.36000061035156,121.36000061035156,13987100,0.008308408066874051
2010-08-26,121.08999633789062,122.94999694824219,120.5,120.95999908447266,120.95999908447266,8886600,-0.0032959914623202913
2010-08-27,121.19999694824219,121.44999694824219,120.41999816894531,121.01000213623047,121.01000213623047,11155400,0.00041338502096799346
2010-08-30,120.8499984741211,121.05999755859375,120.58000183105469,120.91000366210938,120.91000366210938,4390900,-0.0008263653611749744
2010-08-31,121.7699966430664,122.19000244140625,121.45999908447266,122.08000183105469,122.08000183105469,12249700,0.009676603535758277
2010-09-01,122.1500015258789,122.20999908447266,121.43000030517578,121.69000244140625,121.69000244140625,11873500,-0.0031946214269242823
2010-09-02,122.37999725341797,122.4800033569336,121.88999938964844,122.29000091552734,122.29000091552734,7002100,0.004930548624238806
2010-09-03,121.38999938964844,122.38999938964844,121.1500015258789,121.86000061035156,121.86000061035156,9074500,-0.0035162343769447046
2010-09-07,122.91000366210938,123.05999755859375,122.62999725341797,122.69999694824219,122.69999694824219,8777500,0.00689312599444758
2010-09-08,122.81999969482422,123.41999816894531,122.5999984741211,122.70999908447266,122.70999908447266,9788900,8.151700472081025e-05
2010-09-09,122.44000244140625,122.87999725341797,121.37999725341797,121.55999755859375,121.55999755859375,13745000,-0.009371701853630121
2010-09-10,121.4000015258789,122.30000305175781,121.38999938964844,121.7300033569336,121.7300033569336,12510000,0.0013985340716866634
2010-09-13,121.62999725341797,122.11000061035156,121.38999938964844,121.62000274658203,121.62000274658203,9693300,-0.0009036441905699855
2010-09-14,122.91999816894531,124.58999633789062,121.55000305175781,124.0199966430664,124.0199966430664,26588900,0.019733545817173015
2010-09-15,123.97000122070312,124.29000091552734,123.43000030517578,123.94000244140625,123.94000244140625,11689100,-0.0006450105130254569
2010-09-16,124.5,124.7699966430664,124.19000244140625,124.62999725341797,124.62999725341797,12672800,0.0055671679717606
2010-09-17,125.02999877929688,125.02999877929688,124.2699966430664,124.54000091552734,124.54000091552734,13819200,-0.0007221081591426426
2010-09-20,125.08999633789062,125.44999694824219,124.77999877929688,124.87000274658203,124.87000274658203,8475800,0.0026497657670527808
2010-09-21,124.7699966430664,126.16999816894531,124.16000366210938,126.01000213623047,126.01000213623047,20408400,0.009129489585757655
2010-09-22,126.58000183105469,126.62999725341797,125.69999694824219,126.19999694824219,126.19999694824219,11046900,0.0015077756431296496
2010-09-23,126.19999694824219,126.66000366210938,125.80999755859375,126.30000305175781,126.30000305175781,9325200,0.0007924414099362842
2010-09-24,126.91000366210938,127.0,126.30000305175781,126.69000244140625,126.69000244140625,14945000,0.0030878810785825994
2010-09-27,126.9000015258789,126.91000366210938,126.4800033569336,126.72000122070312,126.72000122070312,6679700,0.00023678884457156713
2010-09-28,126.41999816894531,128.02999877929688,126.11000061035156,127.8499984741211,127.8499984741211,19857200,0.008917276219480907
2010-09-29,127.93000030517578,128.24000549316406,127.5199966430664,127.94999694824219,127.94999694824219,12328900,0.0007821546759059217
2010-09-30,128.14999389648438,128.27999877929688,126.61000061035156,127.91000366210938,127.91000366210938,19213400,-0.0003125696528855082
2010-10-01,127.91000366210938,129.07000732421875,127.91000366210938,128.91000366210938,128.91000366210938,17211900,0.00781799680532913
2010-10-04,128.52000427246094,128.6199951171875,128.22000122070312,128.4600067138672,128.4600067138672,8368000,-0.0034907837674234
2010-10-05,130.11000061035156,131.1199951171875,129.8699951171875,130.99000549316406,130.99000549316406,17489600,0.01969483611294076
2010-10-06,131.4499969482422,131.86000061035156,131.33999633789062,131.80999755859375,131.80999755859375,16142200,0.0062599590124643445
2010-10-07,132.60000610351562,132.6699981689453,129.50999450683594,130.3699951171875,130.3699951171875,38676800,-0.01092483474757766
2010-10-08,130.77999877929688,131.8800048828125,130.47000122070312,131.66000366210938,131.66000366210938,18693300,0.009894980388411412
2010-10-11,131.27999877929688,132.3300018310547,130.97999572753906,132.2899932861328,132.2899932861328,10621300,0.004784973465747688
2010-10-12,132.05999755859375,132.2100067138672,131.36000061035156,131.9600067138672,131.9600067138672,13289200,-0.0024944182403267012
2010-10-13,132.72999572753906,134.30999755859375,132.6300048828125,134.07000732421875,134.07000732421875,18398500,0.01598969765837266
2010-10-14,134.05999755859375,134.85000610351562,133.89999389648438,134.75,134.75,26890500,0.00507192241838883
2010-10-15,134.24000549316406,134.4600067138672,133.07000732421875,133.67999267578125,133.67999267578125,26168600,-0.007940685151901716
2010-10-18,133.4600067138672,134.33999633789062,133.16000366210938,134.27999877929688,134.27999877929688,12289500,0.004488376244684789
2010-10-19,130.4600067138672,131.58999633789062,129.75,130.11000061035156,130.11000061035156,25327200,-0.03105449960421236
2010-10-20,130.36000061035156,131.64999389648438,130.32000732421875,131.32000732421875,131.32000732421875,12556600,0.00929987478434402
2010-10-21,131.0800018310547,131.58999633789062,128.72000122070312,129.47000122070312,129.47000122070312,21804200,-0.014087770334554661
2010-10-22,129.47000122070312,129.75,128.97000122070312,129.72999572753906,129.72999572753906,11885300,0.002008144777821741
2010-10-25,131.16000366210938,131.3800048828125,130.2100067138672,130.85000610351562,130.85000610351562,12154900,0.008633395612906769
2010-10-26,129.99000549316406,131.13999938964844,129.72999572753906,130.8800048828125,130.8800048828125,10710900,0.00022926081694740752
2010-10-27,129.92999267578125,130.0,128.7899932861328,129.52000427246094,129.52000427246094,16132100,-0.010391202319783521
2010-10-28,130.36000061035156,131.5,129.83999633789062,131.24000549316406,131.24000549316406,15889600,0.013279811333891667
2010-10-29,131.47999572753906,132.82000732421875,131.05999755859375,132.6199951171875,132.6199951171875,14334900,0.010515007362563056
2010-11-01,132.85000610351562,133.07000732421875,131.75999450683594,131.9199981689453,131.9199981689453,12403600,-0.0052782157594233325
2010-11-02,132.44000244140625,132.58999633789062,131.8800048828125,132.49000549316406,132.49000549316406,9396900,0.004320856065270329
2010-11-03,132.27999877929688,132.52000427246094,129.47999572753906,131.57000732421875,131.57000732421875,31702100,-0.00694390618764662
2010-11-04,134.63999938964844,136.1300048828125,134.24000549316406,136.02999877929688,136.02999877929688,23464700,0.03389823825188132
2010-11-05,135.13999938964844,136.61000061035156,134.9499969482422,136.3800048828125,136.3800048828125,20342500,0.00257300673863492
2010-11-08,135.9199981689453,137.7899932861328,135.52999877929688,137.77999877929688,137.77999877929688,17367400,0.010265389693213
2010-11-09,138.6999969482422,139.14999389648438,135.0500030517578,135.58999633789062,135.58999633789062,39445200,-0.015894922781312437
2010-11-10,137.02999877929688,137.27999877929688,135.14999389648438,137.24000549316406,137.24000549316406,28484700,0.012169106865093537
2010-11-11,137.6199951171875,137.75,136.4499969482422,137.66000366210938,137.66000366210938,15447500,0.003060318800163886
2010-11-12,135.88999938964844,136.30999755859375,132.82000732421875,133.69000244140625,133.69000244140625,35885900,-0.0288391770673464
2010-11-15,133.86000061035156,134.49000549316406,132.38999938964844,132.4199981689453,132.4199981689453,15096800,-0.009499620384983976
2010-11-16,132.24000549316406,132.3800048828125,129.8300018310547,130.97000122070312,130.97000122070312,32478100,-0.010949984657092626
2010-11-17,130.77000427246094,131.3699951171875,130.1300048828125,130.3800048828125,130.3800048828125,16432100,-0.004504820435149881
2010-11-18,131.82000732421875,132.77999877929688,131.5500030517578,132.08999633789062,132.08999633789062,16009400,0.013115442483800255
2010-11-19,131.47999572753906,132.35000610351562,131.00999450683594,132.1999969482422,132.1999969482422,14146400,0.0008327701824608624
2010-11-22,132.1300048828125,133.60000610351562,131.69000244140625,133.47999572753906,133.47999572753906,13093400,0.009682290535891758
2010-11-23,133.60000610351562,135.07000732421875,133.4600067138672,134.41000366210938,134.41000366210938,18215200,0.006967395597379689
2010-11-24,134.36000061035156,134.6999969482422,133.74000549316406,134.17999267578125,134.17999267578125,8858100,-0.0017112638945114833
2010-11-26,132.3800048828125,133.16000366210938,131.92999267578125,133.11000061035156,133.11000061035156,7822400,-0.007974304097743579
2010-11-29,133.19000244140625,133.75,132.3300018310547,133.50999450683594,133.50999450683594,13983800,0.0030049875640467683
2010-11-30,135.2100067138672,135.75,134.77999877929688,135.4199981689453,135.4199981689453,17473100,0.014306072509137735
2010-12-01,135.7100067138672,136.13999938964844,134.9600067138672,135.3800048828125,135.3800048828125,16831100,-0.00029532777044438685
2010-12-02,135.6199951171875,136.58999633789062,135.14999389648438,135.1999969482422,135.1999969482422,17583800,-0.0013296493431664835
2010-12-03,136.6199951171875,138.11000061035156,136.47999572753906,138.07000732421875,138.07000732421875,16517200,0.021227887875435947
