Month,GLD,AMZN,AAPL,WMT,VNQ,AGG
2022-01-31,168.08999633789062,149.57350158691406,172.5853271484375,45.03938293457031,98.09568786621094,105.5296401977539
2022-02-28,178.3800048828125,153.56300354003906,163.25437927246094,43.54140090942383,94.67935180664062,104.32061004638672
2022-03-31,180.64999389648438,162.99749755859375,172.6371612548828,48.159690856933594,100.6099853515625,101.38690948486328
2022-04-30,176.91000366210938,124.28150177001953,155.86875915527344,49.47590255737305,96.4971923828125,97.52828216552734
2022-05-31,171.13999938964844,120.20950317382812,147.3745574951172,41.7492561340332,91.97592163085938,98.27001953125
2022-06-30,168.4600067138672,106.20999908447266,135.3738555908203,39.46105194091797,85.1247329711914,96.74388885498047
2022-07-31,164.10000610351562,134.9499969482422,160.90992736816406,42.85927963256836,92.45904541015625,99.1993179321289
2022-08-31,159.27000427246094,126.7699966430664,155.8882598876953,43.20894241333008,86.8999252319336,96.1814193725586
2022-09-30,154.6699981689453,113.0,137.02935791015625,42.27988815307617,75.71477508544922,92.19466400146484
2022-10-31,151.91000366210938,102.44000244140625,152.04112243652344,46.39704132080078,78.36861419677734,91.01598358154297
2022-11-30,164.80999755859375,96.54000091552734,147.0195770263672,49.68620681762695,83.18519592285156,94.4822769165039
2022-12-31,169.63999938964844,84.0,129.04312133789062,46.3952522277832,78.99736785888672,93.65983581542969
2023-01-31,179.41000366210938,103.12999725341797,143.3050994873047,47.07585525512695,87.215087890625,96.77892303466797
2023-02-28,169.77999877929688,94.2300033569336,146.62733459472656,46.50650405883789,82.1005630493164,94.1991195678711
2023-03-31,183.22000122070312,103.29000091552734,164.0244598388672,48.44501876831055,80.33092498779297,96.68714141845703
2023-04-30,184.8000030517578,105.44999694824219,168.77911376953125,49.60152053833008,80.58243560791016,97.24357604980469
2023-05-31,182.32000732421875,120.58000183105469,176.55279541015625,48.43776321411133,77.39009857177734,96.13082122802734
2023-06-30,178.27000427246094,130.36000061035156,193.20701599121094,51.8380012512207,81.7467269897461,95.77684783935547
2023-07-31,182.35000610351562,133.67999267578125,195.67726135253906,52.721866607666016,83.40984344482422,95.76215362548828
2023-08-31,180.02000427246094,138.00999450683594,187.3837127685547,53.81946563720703,80.59233856201172,95.1575927734375
2023-09-30,171.4499969482422,127.12000274658203,170.76683044433594,52.93246078491211,74.73831176757812,92.69338989257812
2023-10-31,184.08999633789062,133.08999633789062,170.32797241210938,54.08424758911133,72.03168487548828,91.23749542236328
2023-11-30,188.75,146.08999633789062,189.70791625976562,51.52913284301758,80.73436737060547,95.42796325683594
2023-12-31,191.1699981689453,151.94000244140625,192.28463745117188,52.37163162231445,88.36000061035156,98.95655822753906
